,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
5463,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status",Males,
5464,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status",Females,
5465,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,"Total, sex",
5466,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,Males,
5467,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,Females,
5468,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,"Total, sex",
5469,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,Males,
5470,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,Females,
5596,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status","Total, sex",
5597,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Males,
5598,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Females,
5599,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,"Total, sex",
5600,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,Males,
5601,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,Females,
5602,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,"Total, sex",
5603,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,Males,
5604,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,Females,
5728,1992/1993,Canada,"Total, institution type",Certificate,"Total, registration status","Total, sex",
5729,1992/1993,Canada,"Total, institution type",Certificate,"Total, registration status",Males,
5730,1992/1993,Canada,"Total, institution type",Certificate,"Total, registration status",Females,
5731,1992/1993,Canada,"Total, institution type",Certificate,Full-time student,"Total, sex",
5732,1992/1993,Canada,"Total, institution type",Certificate,Full-time student,Males,
5733,1992/1993,Canada,"Total, institution type",Certificate,Full-time student,Females,
5734,1992/1993,Canada,"Total, institution type",Certificate,Part-time student,"Total, sex",
5735,1992/1993,Canada,"Total, institution type",Certificate,Part-time student,Males,
5736,1992/1993,Canada,"Total, institution type",Certificate,Part-time student,Females,
5855,1992/1993,Canada,"Total, institution type",Diploma,"Total, registration status","Total, sex",
5856,1992/1993,Canada,"Total, institution type",Diploma,"Total, registration status",Males,
5857,1992/1993,Canada,"Total, institution type",Diploma,"Total, registration status",Females,
5858,1992/1993,Canada,"Total, institution type",Diploma,Full-time student,"Total, sex",
5859,1992/1993,Canada,"Total, institution type",Diploma,Full-time student,Males,
5860,1992/1993,Canada,"Total, institution type",Diploma,Full-time student,Females,
5861,1992/1993,Canada,"Total, institution type",Diploma,Part-time student,"Total, sex",
5862,1992/1993,Canada,"Total, institution type",Diploma,Part-time student,Males,
5863,1992/1993,Canada,"Total, institution type",Diploma,Part-time student,Females,
5969,1992/1993,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status","Total, sex",
5970,1992/1993,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status",Males,
5971,1992/1993,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status",Females,
5972,1992/1993,Canada,"Total, institution type",Degree (includes applied degree),Full-time student,"Total, sex",
5973,1992/1993,Canada,"Total, institution type",Degree (includes applied degree),Full-time student,Males,
5974,1992/1993,Canada,"Total, institution type",Degree (includes applied degree),Full-time student,Females,
6147,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status","Total, sex",75.0
6148,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Males,57.0
6149,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Females,18.0
6150,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,"Total, sex",42.0
6151,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,Males,33.0
6152,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,Females,9.0
6153,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,"Total, sex",33.0
6154,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,Males,24.0
6155,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,Females,9.0
6232,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,"Total, registration status","Total, sex",
6233,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,"Total, registration status",Males,
6234,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,"Total, registration status",Females,
6235,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,Full-time student,"Total, sex",
6236,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,Full-time student,Males,
6237,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,Full-time student,Females,
6238,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,Part-time student,"Total, sex",
6239,1992/1993,Canada,"Total, institution type",Other type of credential associated with a program,Part-time student,Females,
6319,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status","Total, sex",75.0
6320,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status",Males,57.0
6321,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status",Females,18.0
6322,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,"Total, sex",42.0
6323,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,Males,33.0
6324,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,Females,9.0
6325,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,"Total, sex",33.0
6326,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,Males,24.0
6327,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,Females,9.0
6425,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status","Total, sex",3.0
6426,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Males,3.0
6427,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Females,0.0
6428,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,"Total, sex",3.0
6429,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,Males,3.0
6430,1992/1993,Canada,"Total, institution type","Total, credential type",Full-time student,Females,0.0
6431,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,"Total, sex",
6432,1992/1993,Canada,"Total, institution type","Total, credential type",Part-time student,Males,
6526,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status","Total, sex",3.0
6527,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status",Males,3.0
6528,1992/1993,Canada,"Total, institution type","Not applicable, credential type","Total, registration status",Females,0.0
6529,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,"Total, sex",3.0
6530,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,Males,3.0
6531,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Full-time student,Females,0.0
6532,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,"Total, sex",
6533,1992/1993,Canada,"Total, institution type","Not applicable, credential type",Part-time student,Males,
6823,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status","Total, sex",3246.0
6824,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Males,1893.0
6825,1992/1993,Canada,"Total, institution type","Total, credential type","Total, registration status",Females,1350.0
